Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link,salary_clean,salary_norm,exp_clean,exp_norm,location_clean,loc_mumbai,loc_bengaluru,loc_pune,loc_hyderabad,loc_gurugram,loc_chennai,loc_kolkata,loc_coimbatore,loc_noida,loc_ahmedabad
Application Lead,Accenture,7-8 Yrs,Not disclosed,Mumbai,Minimum 7 year(s) of experience is required. Educational Qualification : 15 years full ...,"hibernate,spring,oops,java technologies,spring boot,jsp,jdbc,dbms",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-7-to-8-years-101224915410,12.218579234972678,0.19549726775956283,7.5,0.3,mumbai,1,0,0,0,0,0,0,0,0,0
DevOps Engineer,Accenture,7-11 Yrs,Not disclosed,Mumbai,Project Role :DevOps EngineerProject Role Description :Responsible for building and set...,"continuous integration,cloud technologies,docker,devops,container orchestration,container,kubernetes,python",9 Days Ago,https://www.naukri.com/job-listings-devops-engineer-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-101224915356,12.218579234972678,0.19549726775956283,9.0,0.36,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,5-9 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : Minimum 15 yea...,"sap,team management,application development,sap ewm,project delivery,project management,warehouse management,sap sd",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-9-years-101224915268,12.218579234972678,0.19549726775956283,7.0,0.28,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,7-11 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"c#,application design,eis,project delivery,design principles,rest,asp.net mvc,oracle",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-101224915215,12.218579234972678,0.19549726775956283,9.0,0.36,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-9 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","software development life cycle,troubleshooting,debugging,aws,agile methodology,python,aws cloudformation,aws lambda",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-9-years-101224915213,12.218579234972678,0.19549726775956283,7.0,0.28,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-7 Yrs,Not disclosed,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...","machine learning,machine learning algorithms,duck creek,statistics,data munging,algorithms,python,data analysis",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224915088,12.218579234972678,0.19549726775956283,6.0,0.24,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,5-9 Yrs,Not disclosed,Mumbai,Good To Have Skills:Experience with other cloud-based data warehousing solutions such a...,"snowflake,warehouse,sql,data warehousing concepts,design principles,c#,asp.net mvc,oracle",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-9-years-101224915076,12.218579234972678,0.19549726775956283,7.0,0.28,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-9 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : B E or B TechM...,"python,scala,azure data factory,data bricks,sql database,data analytics,azure data lake,oracle",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-9-years-101224915072,12.218579234972678,0.19549726775956283,7.0,0.28,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,7-10 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"maximo integration,application design,maximo,plsql,automation studio,documentum integration,dfc,rest",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-7-to-10-years-101224915061,12.218579234972678,0.19549726775956283,8.5,0.34,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,7-11 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","security compliance,software testing,sql server,postgresql,mysql,continuous integration,oracle,microsoft azure",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-101224914936,12.218579234972678,0.19549726775956283,9.0,0.36,mumbai,1,0,0,0,0,0,0,0,0,0
Quality Engineer (Tester),Accenture,5-7 Yrs,Not disclosed,Mumbai,Project Role :Quality Engineer (Tester)Project Role Description :Enables full stack sol...,"sap,data management,software testing,testing methodologies,device management,confluence,appium,test cases",9 Days Ago,https://www.naukri.com/job-listings-quality-engineer-tester-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224914837,12.218579234972678,0.19549726775956283,6.0,0.24,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,7-9 Yrs,Not disclosed,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...","sql,software development life cycle,product development,software engineering,agile methodology,project management,python,c++",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-9-years-101224914834,12.218579234972678,0.19549726775956283,8.0,0.32,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,7-12 Yrs,Not disclosed,Mumbai,Must have skills : Microsoft ASP.NETMinimum 5 year(s) of experience is required Profess...,"css,git,software engineering,svn,.net,ado.net,microsoft asp.net,ajax",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-7-to-12-years-101224914798,12.218579234972678,0.19549726775956283,9.5,0.38,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-10 Yrs,Not disclosed,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...","software development,javascript,java,full stack,mongodb,css,oracle,web application",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224914781,12.218579234972678,0.19549726775956283,7.5,0.3,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,5-9 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"maximo integration,application design,maximo,plsql,automation studio,documentum integration,dfc,rest",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-9-years-101224914700,12.218579234972678,0.19549726775956283,7.0,0.28,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,3-7 Yrs,Not disclosed,Mumbai,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...,"maximo integration,application design,maximo,plsql,automation studio,documentum integration,dfc,rest",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-3-to-7-years-101224914530,12.218579234972678,0.19549726775956283,5.0,0.2,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-10 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","sap module,sap co,sap co product cost controlling,sap fico,sap pp,fico,sap,software testing",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224914511,12.218579234972678,0.19549726775956283,7.5,0.3,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,5-10 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"maximo integration,application design,maximo,plsql,automation studio,documentum integration,dfc,rest",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224914428,12.218579234972678,0.19549726775956283,7.5,0.3,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,7-12 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : Minimum 15 yea...,"ci/cd,apache,confluent,kafka,aws,continuous integration,css,web services",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-12-years-101224914350,12.218579234972678,0.19549726775956283,9.5,0.38,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,7-9 Yrs,Not disclosed,Mumbai,"Minimum 15 years of full time educationTechnical Experience :A-Token based auth, OAUTH,...","continuous integration,ci/cd,confluent,kafka,aws,css,web services,jdbc",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-9-years-101224914336,12.218579234972678,0.19549726775956283,8.0,0.32,mumbai,1,0,0,0,0,0,0,0,0,0
Data Engineer,Accenture,2-4 Yrs,Not disclosed,Mumbai,"Create data pipelines, ensure data quality, and implement ETL (extract, transform and l...","information technology,aem,qlikview,data modeling,data warehousing concepts,talend,adobe,data warehousing",9 Days Ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-mumbai-2-to-4-years-101224914243,12.218579234972678,0.19549726775956283,3.0,0.12,mumbai,1,0,0,0,0,0,0,0,0,0
Integration Engineer,Accenture,12-16 Yrs,Not disclosed,Mumbai,Project Role :Integration EngineerProject Role Description :Provide consultative Busine...,"web services,boomi,api management,system integration,api,soa,apigee,sql",9 Days Ago,https://www.naukri.com/job-listings-integration-engineer-accenture-solutions-pvt-ltd-mumbai-12-to-16-years-101224914000,12.218579234972678,0.19549726775956283,14.0,0.56,mumbai,1,0,0,0,0,0,0,0,0,0
Cloud Platform Architect,Accenture,12-16 Yrs,Not disclosed,Mumbai,Educational Qualification : 15 years full time education. Summary :As a Cloud Platform ...,"cloud security,network services,google,cloud management,cloud computing,public cloud,application design,cloud platform",9 Days Ago,https://www.naukri.com/job-listings-cloud-platform-architect-accenture-solutions-pvt-ltd-mumbai-12-to-16-years-101224913951,12.218579234972678,0.19549726775956283,14.0,0.56,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,12-15 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","mulesoft anypoint platform,authentication protocols,integration architecture,solution design,ssis,rest,software testing,mulesoft anypoint",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-12-to-15-years-101224913396,12.218579234972678,0.19549726775956283,13.5,0.54,mumbai,1,0,0,0,0,0,0,0,0,0
Sales Excellence - COE - Data Engineering Specialist,Accenture,2-6 Yrs,Not disclosed,Mumbai,"We Are:Sales Excellence at Accenture. We empower our people to compete, win and grow. W...","advance sql,cloud technologies,advanced excel,data flow,sql joins,hive,project management,python",9 Days Ago,https://www.naukri.com/job-listings-sales-excellence-coe-data-engineering-specialist-accenture-solutions-pvt-ltd-mumbai-2-to-6-years-101224913385,12.218579234972678,0.19549726775956283,4.0,0.16,mumbai,1,0,0,0,0,0,0,0,0,0
Core Dev,IBM,3-6 Yrs,Not disclosed,Mumbai,"3-6 years in storage systems, proficient in C/C++ or Python, strong debugging skills|De...","java,python,javascript,bash,agile,continuous integration,c++,storage domain",9 Days Ago,https://www.naukri.com/job-listings-core-dev-ibm-india-pvt-limited-mumbai-3-to-6-years-101224912639,12.218579234972678,0.19549726775956283,4.5,0.18,mumbai,1,0,0,0,0,0,0,0,0,0
Integration Engineer,Accenture,12-14 Yrs,Not disclosed,Mumbai,Project Role :Integration EngineerProject Role Description :Provide consultative Busine...,"system integration,snaplogic,linux,api,data integration,hive,rest,python",9 Days Ago,https://www.naukri.com/job-listings-integration-engineer-accenture-solutions-pvt-ltd-mumbai-12-to-14-years-101224910219,12.218579234972678,0.19549726775956283,13.0,0.52,mumbai,1,0,0,0,0,0,0,0,0,0
Active Directory Engineer-L2,IBM,2-4 Yrs,Not disclosed,Mumbai,Information and Data are some of the most important organizational assets in today's bu...,"dns,active directory federation services,active directory,troubleshooting,windows server,aad,microsoft azure,change management",9 Days Ago,https://www.naukri.com/job-listings-active-directory-engineer-l2-ibm-india-pvt-limited-mumbai-2-to-4-years-101224910188,12.218579234972678,0.19549726775956283,3.0,0.12,mumbai,1,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Morningstar,3-5 Yrs,Not disclosed,Mumbai,"Experience with back-end XML, relational databases (e.gExperience developing and deploy...","deep learning,data analysis,ms sql,publishing,data science,gcp,xml,machine learning",9 Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-morningstar-india-p-ltd-mumbai-3-to-5-years-101224502591,12.218579234972678,0.19549726775956283,4.0,0.16,mumbai,1,0,0,0,0,0,0,0,0,0
Telematics Lead,Larsen & Toubro (L&T),6-10 Yrs,Not disclosed,Mumbai,JD: 1. Good Understanding Architecture of Vehicle infotainment System and Telematics ...,"infotainment,telematics,connectivity",9 Days Ago,https://www.naukri.com/job-listings-telematics-lead-larsen-toubro-l-t-mumbai-6-to-10-years-101224009319,12.218579234972678,0.19549726775956283,8.0,0.32,mumbai,1,0,0,0,0,0,0,0,0,0
Senior Data Analyst,Avantor,5-10 Yrs,Not disclosed,"Gurugram, Mumbai (All Areas)","What were looking for: . Education: Bachelors degree in Business Analytics, Computer Sc...","excel,power bi,sql,python,data,senior,bi,data analysis",9 Days Ago,https://www.naukri.com/job-listings-senior-data-analyst-avantor-gurugram-mumbai-all-areas-5-to-10-years-101224004410,12.218579234972678,0.19549726775956283,7.5,0.3,gurugram,0,0,0,0,1,0,0,0,0,0
Project Planner,Ultra Gas & Energy Limited (Essar Group),2-4 Yrs,8-12 Lacs PA,Mumbai,PMP certification and proficiency in Excel; experience in project management and supply...,"pmp,planning,excel,pmp trained,supply chain management,primavera,planning engineering,engineering",15 Days Ago,https://www.naukri.com/job-listings-project-planner-ultra-gas-energy-limited-essar-group-mumbai-2-to-4-years-101024019187,10.0,0.16,3.0,0.12,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-10 Yrs,Not disclosed,Mumbai,Educational Qualification : 15 years full time education. Summary :As an Application De...,"boomi,snaplogic,api,troubleshooting,data integration,css,web services,dbms",10 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-091224916384,12.218579234972678,0.19549726775956283,7.5,0.3,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,7-12 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","boomi,snaplogic,microsoft azure,aws,data integration,css,web services,dbms",10 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-12-years-091224916366,12.218579234972678,0.19549726775956283,9.5,0.38,mumbai,1,0,0,0,0,0,0,0,0,0
