Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link,salary_clean,salary_norm,exp_clean,exp_norm,location_clean,loc_mumbai,loc_bengaluru,loc_pune,loc_hyderabad,loc_gurugram,loc_chennai,loc_kolkata,loc_coimbatore,loc_noida,loc_ahmedabad
Software Development Engineer,Accenture,3-8 Yrs,Not disclosed,Bengaluru,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c...","software development,web services,microsoft azure,microservices,light weight architecture,rest,kubernetes,software testing",2 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-171224915769,12.218579234972678,0.19549726775956283,5.5,0.22,bengaluru,0,1,0,0,0,0,0,0,0,0
Software Development Engineer,Accenture,7-12 Yrs,Not disclosed,Bengaluru,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c...","software development,software configuration management,sap ewm,software development life cycle,code review,c#,rest,python",2 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-171224915765,12.218579234972678,0.19549726775956283,9.5,0.38,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Lead,Accenture,5-10 Yrs,Not disclosed,Hyderabad,Educational Qualification : 15 years full time education. Summary :As an Application Le...,"sap,application development,sap pp,production planning,pm,c#,project management,oracle",2 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-hyderabad-5-to-10-years-171224915761,12.218579234972678,0.19549726775956283,7.5,0.3,hyderabad,0,0,0,1,0,0,0,0,0,0
Application Developer,Accenture,5-10 Yrs,Not disclosed,Bengaluru,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","sap,sap module,fica,sap integration,troubleshooting,sap isu,sap upgrade,sap project management",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-171224915759,12.218579234972678,0.19549726775956283,7.5,0.3,bengaluru,0,1,0,0,0,0,0,0,0,0
Security Architect,Accenture,2-7 Yrs,Not disclosed,Bengaluru,Project Role :Security ArchitectProject Role Description :Define the cloud security fra...,"cloud security,dlp,security framework,data loss prevention,security engineering,security compliance,risk management,endpoint security",2 Days Ago,https://www.naukri.com/job-listings-security-architect-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-171224915755,12.218579234972678,0.19549726775956283,4.5,0.18,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Developer,Accenture,7-12 Yrs,Not disclosed,Bengaluru,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","software development,sap,sap s hana,database management,sap global trade services,sap logistics execution,gts,sap sd",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-171224915752,12.218579234972678,0.19549726775956283,9.5,0.38,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Developer,Accenture,3-8 Yrs,Not disclosed,Bengaluru,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","sap,fscm,credit management,sap presales,troubleshooting,sap sd,business analysis,presales",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-171224915749,12.218579234972678,0.19549726775956283,5.5,0.22,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Lead,Accenture,5-10 Yrs,Not disclosed,Hyderabad,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","c#,payments,sql,application development,payment processing,accounting,sql server,data entry operation",2 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-hyderabad-5-to-10-years-171224915740,12.218579234972678,0.19549726775956283,7.5,0.3,hyderabad,0,0,0,1,0,0,0,0,0,0
Application Lead,Accenture,5-10 Yrs,Not disclosed,Hyderabad,Educational Qualification : 15 years of full time education. Summary :As an Application...,"information technology,mdg,sap master data governance,data modeling,sap mdg,sap,drs,sap ecc",2 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-hyderabad-5-to-10-years-171224915736,12.218579234972678,0.19549726775956283,7.5,0.3,hyderabad,0,0,0,1,0,0,0,0,0,0
Solution Enablement Practitioner,Accenture,3-8 Yrs,Not disclosed,Bengaluru,Project Role :Solution Enablement PractitionerProject Role Description :Support the Sol...,"pega platform,stakeholder management,business process management,design principles,agile methodology,pega prpc,project management,management skills",2 Days Ago,https://www.naukri.com/job-listings-solution-enablement-practitioner-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-171224915733,12.218579234972678,0.19549726775956283,5.5,0.22,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Developer,Accenture,7-12 Yrs,Not disclosed,Bengaluru,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","sap,sql,sap native hana,sap abap development,sap abap,bdc,sap bi,data dictionary",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-171224915728,12.218579234972678,0.19549726775956283,9.5,0.38,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Developer,Accenture,3-8 Yrs,Not disclosed,Hyderabad,"Experience in Agile development methodologies, including Scrum and Kanban. Additional I...","information technology,pega platform,development methodologies,pega development,pega,c#,prpc,css",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-hyderabad-3-to-8-years-171224915706,12.218579234972678,0.19549726775956283,5.5,0.22,hyderabad,0,0,0,1,0,0,0,0,0,0
Software Development Engineer,Accenture,7-12 Yrs,Not disclosed,Hyderabad,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c...","bi,data modeling,oracle bi,database creation,oracle business intelligence,c++,dbms,hibernate",2 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-hyderabad-7-to-12-years-171224915704,12.218579234972678,0.19549726775956283,9.5,0.38,hyderabad,0,0,0,1,0,0,0,0,0,0
Application Designer,Accenture,5-10 Yrs,Not disclosed,Chennai,Project Role :Application DesignerProject Role Description :Assist in defining requirem...,"sap,warehouse management,sap ewm,sap s hana,agile,project management,software development,application design",1 Day Ago,https://www.naukri.com/job-listings-application-designer-accenture-solutions-pvt-ltd-chennai-5-to-10-years-181224911759,12.218579234972678,0.19549726775956283,7.5,0.3,chennai,0,0,0,0,0,1,0,0,0,0
Application Developer,Accenture,2-5 Yrs,Not disclosed,Chennai,"Project Role Description : Design, build and configure applications to meet business pr...","ab initio,hive,data warehousing,hadoop,etl process,ab,python,oracle",1 Day Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-chennai-2-to-5-years-181224911752,12.218579234972678,0.19549726775956283,3.5,0.14,chennai,0,0,0,0,0,1,0,0,0,0
Application Developer,Accenture,3-5 Yrs,Not disclosed,Ahmedabad,"Good To Have Skills:Experience with Salesforce Lightning Web Components, Apex, and Visu...","css,salesforce platform,salesforce lightning,apex,web development,visualforce,rest,web services",1 Day Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-ahmedabad-3-to-5-years-181224911749,12.218579234972678,0.19549726775956283,4.0,0.16,ahmedabad,0,0,0,0,0,0,0,0,0,1
Application Developer,Accenture,3-8 Yrs,Not disclosed,Coimbatore,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","load runner,performance testing,pt,software testing,microfocus,dbms,networking,recovery",1 Day Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-coimbatore-3-to-8-years-181224911729,12.218579234972678,0.19549726775956283,5.5,0.22,coimbatore,0,0,0,0,0,0,0,1,0,0
Application Developer,Accenture,5-10 Yrs,Not disclosed,Jaipur,Understanding of software testing principles and methodologies. Additional Information:...,"css,hibernate,relational databases,java standard edition,sql,software testing,version control,unit testing",1 Day Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-jaipur-5-to-10-years-181224911725,12.218579234972678,0.19549726775956283,7.5,0.3,jaipur,0,0,0,0,0,0,0,0,0,0
GN- Public Service - Data & AI - Manager,Accenture,7-12 Yrs,Not disclosed,Gurugram,"Location: India (Gurgaon, Mumbai, Bengaluru, Chennai, Kolkata, Hyderabad & Pune) . Year...","cloud,dama,data quality,data engineering,data management,quality,public,artificial intelligence",1 Day Ago,https://www.naukri.com/job-listings-gn-public-service-data-ai-manager-accenture-solutions-pvt-ltd-gurugram-7-to-12-years-181224910559,12.218579234972678,0.19549726775956283,9.5,0.38,gurugram,0,0,0,0,1,0,0,0,0,0
GN-Comms & Media -FTTX Transformation Senior Manager,Accenture,8-13 Yrs,Not disclosed,Gurugram,A cross Levels Comms & Media Networks Join our team in Strategy consulting to find endl...,"bmc remedy,itsm,network architecture,field force management,service delivery,service assurance,media,transformation",1 Day Ago,https://www.naukri.com/job-listings-gn-comms-media-fttx-transformation-senior-manager-accenture-solutions-pvt-ltd-gurugram-8-to-13-years-181224910555,12.218579234972678,0.19549726775956283,10.5,0.42,gurugram,0,0,0,0,1,0,0,0,0,0
Assistant Manager - EXIM,Avantor,5-8 Yrs,Not disclosed,Thane,"Graduate in any discipline with 5-8 years in supply chain, preferably in chemical indus...","import,export,statutory compliance,logistics,warehouse,inventory management,exim,assistance",1 Day Ago,https://www.naukri.com/job-listings-assistant-manager-exim-avantor-performance-materials-india-private-limited-thane-5-to-8-years-181224910454,12.218579234972678,0.19549726775956283,6.5,0.26,thane,0,0,0,0,0,0,0,0,0,0
Technical Project Manager,Nokia,10-15 Yrs,Not disclosed,Chennai,"Software (SWA) comprises the definition, specification, and allocation of requirements ...","microsoft azure,amazon eks,vmware tanzu,machine learning,data streaming,data ingestions,data,data ingestion",1 Day Ago,https://www.naukri.com/job-listings-technical-project-manager-nokia-solutions-and-networks-india-p-ltd-chennai-10-to-15-years-181224910365,12.218579234972678,0.19549726775956283,12.5,0.5,chennai,0,0,0,0,0,1,0,0,0,0
KYC Analyst,Deutsche Bank,1-3 Yrs,Not disclosed,Jaipur,Establish good level of understanding of connectivity from a process and system perspec...,"kyc,trade settlement,payments processing,collateral management,trade finance,treasury,operations,collaterals",1 Day Ago,https://www.naukri.com/job-listings-kyc-analyst-deutsche-bank-ag-jaipur-1-to-3-years-181224909056,12.218579234972678,0.19549726775956283,2.0,0.08,jaipur,0,0,0,0,0,0,0,0,0,0
Operations Professional,Deutsche Bank,3-6 Yrs,Not disclosed,Jaipur,Establish good level of understanding of connectivity from a process and system perspec...,"operations management,collateral management,project management,investment banking,customer service,client management,business development,management reporting",1 Day Ago,https://www.naukri.com/job-listings-operations-professional-deutsche-bank-ag-jaipur-3-to-6-years-181224908192,12.218579234972678,0.19549726775956283,4.5,0.18,jaipur,0,0,0,0,0,0,0,0,0,0
KYC Analyst,Deutsche Bank,2-5 Yrs,Not disclosed,Jaipur,Establish good level of understanding of connectivity from a process and system perspec...,"kyc analysis,kyc,inventory management,derivative settlements,settlements,risk management,derivatives,management",1 Day Ago,https://www.naukri.com/job-listings-kyc-analyst-deutsche-bank-ag-jaipur-2-to-5-years-181224908191,12.218579234972678,0.19549726775956283,3.5,0.14,jaipur,0,0,0,0,0,0,0,0,0,0
KYC Analyst,Deutsche Bank,2-5 Yrs,Not disclosed,Jaipur,Establish good level of understanding of connectivity from a process and system perspec...,"kyc,key operating procedures,key risk indicators,operating,key,operations,procedures,risk",1 Day Ago,https://www.naukri.com/job-listings-kyc-analyst-deutsche-bank-ag-jaipur-2-to-5-years-181224907796,12.218579234972678,0.19549726775956283,3.5,0.14,jaipur,0,0,0,0,0,0,0,0,0,0
GN - SC&O - SCM Planning - Kinaxis Analyst,Accenture,4-9 Yrs,Not disclosed,Chennai,Process Mining - Data Engineering Consulting Practitioner Find endless opportunities to...,"sap,process mining,celonis,data engineering,signavio,transformations,power automate process mining,planning",1 Day Ago,https://www.naukri.com/job-listings-gn-sc-o-scm-planning-kinaxis-analyst-accenture-solutions-pvt-ltd-chennai-4-to-9-years-181224907569,12.218579234972678,0.19549726775956283,6.5,0.26,chennai,0,0,0,0,0,1,0,0,0,0
Application Developer: Oracle Cloud Reporting,IBM,5-10 Yrs,Not disclosed,Gurugram,5+ years in IT with 4+ years in Oracle Applications and Cloud; 2 End to End Implementat...,"bip,oracle cloud,oracle fusion,fbdi,oracle apps,oracle supply chain management,12c,oracle",1 Day Ago,https://www.naukri.com/job-listings-application-developer-oracle-cloud-reporting-ibm-india-pvt-limited-gurugram-5-to-10-years-181224904354,12.218579234972678,0.19549726775956283,7.5,0.3,gurugram,0,0,0,0,1,0,0,0,0,0
Package Consultant: SAP Application Extensions,IBM,8-12 Yrs,Not disclosed,Kolkata,Knowledge / Certification on HANARequired Technical and Professional Expertise 12 years...,"sap application,ricef,sap workflow,abap,abap on hana,bdc,sap,data dictionary",1 Day Ago,https://www.naukri.com/job-listings-package-consultant-sap-application-extensions-ibm-india-pvt-limited-kolkata-8-to-12-years-181224904351,12.218579234972678,0.19549726775956283,10.0,0.4,kolkata,0,0,0,0,0,0,1,0,0,0
Application Developer: SAP ABAP,IBM,4-6 Yrs,Not disclosed,Coimbatore,"Knowledge / Certification on HANARequired Technical and Professional Expertise 6 "" year...","alv,edi,ricef,sap workflow,idoc,sap,data dictionary,sap netweaver",1 Day Ago,https://www.naukri.com/job-listings-application-developer-sap-abap-ibm-india-pvt-limited-coimbatore-4-to-6-years-181224904349,12.218579234972678,0.19549726775956283,5.0,0.2,coimbatore,0,0,0,0,0,0,0,1,0,0
Application Developer: SAP ABAP HANA,IBM,2-4 Yrs,Not disclosed,Kolkata,"BE/B.Tech or M.Sc./M.C.A with 2-4 years in SAP technologies, strong skills in SAPUI5, H...","sap portal,application development,design patterns,sap fiori,sapui5,css,sap,sap cloud platform mobile services",1 Day Ago,https://www.naukri.com/job-listings-application-developer-sap-abap-hana-ibm-india-pvt-limited-kolkata-2-to-4-years-181224904336,12.218579234972678,0.19549726775956283,3.0,0.12,kolkata,0,0,0,0,0,0,1,0,0,0
Package Consultant: Oracle Business Analytics,IBM,3-5 Yrs,Not disclosed,Kolkata,"3+ years in Oracle Business Analytics, hands-on with Oracle Applications R12, expertise...","oracle,business analytics,plsql,sql,agile,python,project management,data analysis",1 Day Ago,https://www.naukri.com/job-listings-package-consultant-oracle-business-analytics-ibm-india-pvt-limited-kolkata-3-to-5-years-181224904334,12.218579234972678,0.19549726775956283,4.0,0.16,kolkata,0,0,0,0,0,0,1,0,0,0
Application Developer: DevOps,IBM,5-10 Yrs,Not disclosed,Gurugram,"5+ years in application design and automation, expertise in Ansible and deployment proc...","linux,shell scripting,microsoft azure,jinja templates,unix,css,redhat linux,apache tomcat",1 Day Ago,https://www.naukri.com/job-listings-application-developer-devops-ibm-india-pvt-limited-gurugram-5-to-10-years-181224904318,12.218579234972678,0.19549726775956283,7.5,0.3,gurugram,0,0,0,0,1,0,0,0,0,0
Application Lead,Accenture,7-12 Yrs,Not disclosed,Hyderabad,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","data warehousing,data modeling,data services,google,cloud architecture,t-sql,sql,plsql",2 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-hyderabad-7-to-12-years-171224915539,12.218579234972678,0.19549726775956283,9.5,0.38,hyderabad,0,0,0,1,0,0,0,0,0,0
Application Developer,Accenture,7-12 Yrs,Not disclosed,Bengaluru,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","project management,oracle,project costing,ppm,oracle cloud,grant management,csr,program management",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-171224915536,12.218579234972678,0.19549726775956283,9.5,0.38,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-10 Yrs,Not disclosed,Hyderabad,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","sap,performance tuning,sap security,application development,sap basis administration,project management,oracle,business analysis",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-hyderabad-5-to-10-years-171224915526,12.218579234972678,0.19549726775956283,7.5,0.3,hyderabad,0,0,0,1,0,0,0,0,0,0
Application Lead,Accenture,3-8 Yrs,Not disclosed,Bengaluru,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","software development,microsoft azure,dms,javascript,sfa,c#,css,project management",2 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-171224915524,12.218579234972678,0.19549726775956283,5.5,0.22,bengaluru,0,1,0,0,0,0,0,0,0,0
Software Development Engineer,Accenture,7-12 Yrs,Not disclosed,Bengaluru,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c...","sap data migration,mdg,sap master data governance,data governance,sap mdg,erp,software development,unit testing",2 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-171224915517,12.218579234972678,0.19549726775956283,9.5,0.38,bengaluru,0,1,0,0,0,0,0,0,0,0
Full Stack Engineer,Accenture,5-10 Yrs,Not disclosed,Bengaluru,Project Role :Full Stack EngineerProject Role Description :Responsible for developing a...,"microservices,java,microsoft azure,kafka,full stack,css,c++,bootstrap",2 Days Ago,https://www.naukri.com/job-listings-full-stack-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-171224915509,12.218579234972678,0.19549726775956283,7.5,0.3,bengaluru,0,1,0,0,0,0,0,0,0,0
Software Development Engineer,Accenture,3-8 Yrs,Not disclosed,Bengaluru,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c...","software development,microsoft azure,microservices,docker,light weight architecture,rest,kubernetes,web services",2 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-171224915506,12.218579234972678,0.19549726775956283,5.5,0.22,bengaluru,0,1,0,0,0,0,0,0,0,0
Cloud Native Architect,Accenture,3-8 Yrs,Not disclosed,Hyderabad,Educational Qualification : 15 years full time education. Summary :As a Cloud Native Ar...,"microsoft azure,apigee,gcp,cloud native architecture,bigquery,container,continuous integration,rest",2 Days Ago,https://www.naukri.com/job-listings-cloud-native-architect-accenture-solutions-pvt-ltd-hyderabad-3-to-8-years-171224915492,12.218579234972678,0.19549726775956283,5.5,0.22,hyderabad,0,0,0,1,0,0,0,0,0,0
Application Developer,Accenture,5-10 Yrs,Not disclosed,Hyderabad,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","sap,sap configuration,sap module,fica,troubleshooting,sap isu,sap upgrade,web services",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-hyderabad-5-to-10-years-171224915488,12.218579234972678,0.19549726775956283,7.5,0.3,hyderabad,0,0,0,1,0,0,0,0,0,0
Business Architect,Accenture,7-12 Yrs,Not disclosed,Bengaluru,Educational Qualification : 15 years full time education. Summary :As a Business Archit...,"business process modeling,oracle,business analysis,agile,business architecture,pega prpc,project management,togaf",2 Days Ago,https://www.naukri.com/job-listings-business-architect-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-171224915484,12.218579234972678,0.19549726775956283,9.5,0.38,bengaluru,0,1,0,0,0,0,0,0,0,0
Software Development Engineer,Accenture,3-8 Yrs,Not disclosed,Bengaluru,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c...","project management,project management process,project / program management,software analysis,waterfall,software development,software testing,software design",2 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-171224915480,12.218579234972678,0.19549726775956283,5.5,0.22,bengaluru,0,1,0,0,0,0,0,0,0,0
Software Configuration Engineer,Accenture,7-12 Yrs,Not disclosed,Bengaluru,Project Role :Software Configuration EngineerProject Role Description :Implement the co...,"compensation management,oracle hcm,oracle hcm cloud,hr processes,compensation,oracle core hr,software configuration,core hr",2 Days Ago,https://www.naukri.com/job-listings-software-configuration-engineer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-171224915476,12.218579234972678,0.19549726775956283,9.5,0.38,bengaluru,0,1,0,0,0,0,0,0,0,0
Business Architect,Accenture,5-10 Yrs,Not disclosed,Bengaluru,Educational Qualification : 15 years full time education. Summary :As a Business Archit...,"oracle,financial systems,enterprise architecture,business process re-engineering,jd edwards enterpriseone,business process modeling,business analysis,jd edwards",2 Days Ago,https://www.naukri.com/job-listings-business-architect-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-171224915469,12.218579234972678,0.19549726775956283,7.5,0.3,bengaluru,0,1,0,0,0,0,0,0,0,0
Infra Tech Support Practitioner,Accenture,3-8 Yrs,Not disclosed,Bengaluru,Project Role :Infra Tech Support PractitionerProject Role Description :Provide ongoing ...,"network infrastructure,itil framework,infrastructure management services,linux,troubleshooting,project management,service management,change management",2 Days Ago,https://www.naukri.com/job-listings-infra-tech-support-practitioner-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-171224915460,12.218579234972678,0.19549726775956283,5.5,0.22,bengaluru,0,1,0,0,0,0,0,0,0,0
Business Architect,Accenture,7-12 Yrs,Not disclosed,Bengaluru,Educational Qualification : 15 years full time education. Summary :As a Business Archit...,"erp,oracle,financial systems,business analysis,jd edwards enterpriseone,business process modeling,project management,erp implementation",2 Days Ago,https://www.naukri.com/job-listings-business-architect-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-171224915459,12.218579234972678,0.19549726775956283,9.5,0.38,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-10 Yrs,Not disclosed,Bengaluru,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","machine learning,sap business objects data services,machine learning algorithms,statistics,data munging,algorithms,data services,python",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-171224915455,12.218579234972678,0.19549726775956283,7.5,0.3,bengaluru,0,1,0,0,0,0,0,0,0,0
Business Architect,Accenture,7-12 Yrs,Not disclosed,Bengaluru,Educational Qualification : 15 years full time education. Summary :As a Business Archit...,"oracle,business analysis,jd edwards enterpriseone,agile,business architecture,bi publisher,erp,erp implementation",2 Days Ago,https://www.naukri.com/job-listings-business-architect-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-171224915453,12.218579234972678,0.19549726775956283,9.5,0.38,bengaluru,0,1,0,0,0,0,0,0,0,0
Quality Engineer (Tester),Accenture,3-8 Yrs,Not disclosed,Bengaluru,Project Role :Quality Engineer (Tester)Project Role Description :Enables full stack sol...,"tableau,selenium,machine learning algorithms,statistics,data munging,python,data analysis,software testing",2 Days Ago,https://www.naukri.com/job-listings-quality-engineer-tester-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-171224915451,12.218579234972678,0.19549726775956283,5.5,0.22,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Tech Support Practitioner,Accenture,5-10 Yrs,Not disclosed,Bengaluru,Educational Qualification : 15 years full time education. Summary :As an Application Te...,"performance tuning,database administration,sql server,ibm db2,database management,mainframes,project management,python",2 Days Ago,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-171224915445,12.218579234972678,0.19549726775956283,7.5,0.3,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-10 Yrs,Not disclosed,Hyderabad,Educational Qualification : 15 years full time education. Summary :As an Application De...,"mdg,sap master data governance,data modeling,data governance,sap mdg,erp,webdynpro,sap",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-hyderabad-5-to-10-years-171224915444,12.218579234972678,0.19549726775956283,7.5,0.3,hyderabad,0,0,0,1,0,0,0,0,0,0
Application Developer,Accenture,3-8 Yrs,Not disclosed,Hyderabad,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","bpmn,software development,camunda bpm,application development,workflow management,business process modeling,software testing,javascript",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-hyderabad-3-to-8-years-171224915430,12.218579234972678,0.19549726775956283,5.5,0.22,hyderabad,0,0,0,1,0,0,0,0,0,0
Application Developer,Accenture,5-10 Yrs,Not disclosed,Bengaluru,Educational Qualification : 15 years full time education. Summary :As an Application De...,"sap,user interface designing,javascript,sapui5,agile,css,web services,jsp",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-171224915429,12.218579234972678,0.19549726775956283,7.5,0.3,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Developer,Accenture,7-12 Yrs,Not disclosed,Bengaluru,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","css,software development,sql,database management,supply chain management,c#,rest,python",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-171224915423,12.218579234972678,0.19549726775956283,9.5,0.38,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Designer,Accenture,7-12 Yrs,Not disclosed,Bengaluru,Educational Qualification : 15 years full time education. Summary :As an Application De...,"cc,oracle,data migration,technical architecture,system integration,project management,software development,oracle application framework",2 Days Ago,https://www.naukri.com/job-listings-application-designer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-171224915422,12.218579234972678,0.19549726775956283,9.5,0.38,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Designer,Accenture,3-8 Yrs,Not disclosed,Bengaluru,Project Role :Application DesignerProject Role Description :Assist in defining requirem...,"unit testing,pega platform,pega frameworks,workflow automation,business process management,pega prpc,project management,software development",2 Days Ago,https://www.naukri.com/job-listings-application-designer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-171224915417,12.218579234972678,0.19549726775956283,5.5,0.22,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-10 Yrs,Not disclosed,Bengaluru,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","sap business objects data services,sap native hana,sap abap development,data integration,sap businessobjects,data services,sap,business intelligence",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-171224915411,12.218579234972678,0.19549726775956283,7.5,0.3,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Developer,Accenture,3-8 Yrs,Not disclosed,Bengaluru,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","aws iot,iot edge,azure iot,jupyter notebook,container orchestration,c++,css,iot",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-171224915407,12.218579234972678,0.19549726775956283,5.5,0.22,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Designer,Accenture,7-12 Yrs,Not disclosed,Bengaluru,Project Role :Application DesignerProject Role Description :Assist in defining requirem...,"sql queries,oracle application framework,oracle environment,plsql,sql,cc,accounts receivable,accounts payable",2 Days Ago,https://www.naukri.com/job-listings-application-designer-accenture-solutions-pvt-ltd-bengaluru-7-to-12-years-171224915405,12.218579234972678,0.19549726775956283,9.5,0.38,bengaluru,0,1,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-10 Yrs,Not disclosed,Hyderabad,Educational Qualification : 15 years full time education. Summary :As an Application De...,"data management,business analysis,salesforce sales cloud,scrum,agile methodology,cloud security,saas sales,user stories",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-hyderabad-5-to-10-years-171224915396,12.218579234972678,0.19549726775956283,7.5,0.3,hyderabad,0,0,0,1,0,0,0,0,0,0
Application Developer,Accenture,2-7 Yrs,Not disclosed,Hyderabad,Educational Qualification : 15 years of full time education. Summary :As an Application...,"sap business objects data services,sap hana,data integration,etl process,sap businessobjects,data services,python,sap",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-hyderabad-2-to-7-years-171224915388,12.218579234972678,0.19549726775956283,4.5,0.18,hyderabad,0,0,0,1,0,0,0,0,0,0
