Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link
Mainframe Modernization Architect,Wipro,3-5 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru","Location- Noida, Pune, Hyderabad, Bangalore, Chennai , Coimbatore.Key Responsibilities:...","SQL, CAST, Cloud Concepts, VSAM, IBM ADDI, Cloud Frame, ChangeMan, COBOL",6 Days Ago,https://www.naukri.com/job-listings-mainframe-modernization-architect-wipro-limited-hyderabad-pune-bengaluru-3-to-5-years-131224903596
Customer Support Trainee,ABS India,1-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Qualification: BE/ Diploma In Electronics and CommunicationsPreferred Age Group 21 to 2...,"Customer Support Trainee, Training, Customer support",30+ Days Ago,https://www.naukri.com/job-listings-customer-support-trainee-abs-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-1-to-5-years-100816500176
Customer Support Engineer,ABS India,3-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Qualification: BE/ Diploma In Electronics and Communications Or BSc in physics and Elec...,"Customer Support, Customer support",30+ Days Ago,https://www.naukri.com/job-listings-customer-support-engineer-abs-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-4-years-100816500175
Site Reliability Engineer - OpenShift,Red Hat,2-6 Yrs,Not disclosed,"Pune, Bengaluru",Bachelor's degree in computer science or related field; 2+ years cloud experience; 1+ y...,"Site Reliability Engineering, Linux, OpenShift, TCP/IP networking, GCE, Microsoft Azure, HTTP, RHEL",2 Days Ago,https://www.naukri.com/job-listings-site-reliability-engineer-openshift-red-hat-india-pvt-ltd-pune-bengaluru-2-to-6-years-161224915449
Scrum Master (Immediate Joiner),Capgemini,4-9 Yrs,Not disclosed,"Hybrid - Pune, Chennai, Bengaluru",Experience: 4 to 9 years . Employment type: Full time (NOTE: Banking (BFSI) Background...,"Agile, Scrum, Investment Banking, Waterfall, BFSI, User Stories, Banking, Banking Sector",3 Days Ago,https://www.naukri.com/job-listings-scrum-master-immediate-joiner-capgemini-pune-chennai-bengaluru-4-to-9-years-161224008482
DevOps Engineer,Persistent,5-10 Yrs,Not disclosed,"Pune, Bengaluru",About Position:We are looking for DevOps Engineers to design high-end applications for ...,"Devops, DBA, MySQL, Cicd Pipeline, Database administration, Cd, Pipeline",2 Days Ago,https://www.naukri.com/job-listings-devops-engineer-persistent-pune-bengaluru-5-to-10-years-151124011284
"Senior Engineer / Technical Lead (C Linux, Yocto)",Einfochips,5-10 Yrs,Not disclosed,"Pune, Ahmedabad, Bengaluru",Should have good analytical skill to root cause the problem and debug the same Product ...,"Embedded C, Yocto, Embedded Linux, Buildroot, Embedded systems, Linux, C, Senior",6 Days Ago,https://www.naukri.com/job-listings-senior-engineer-technical-lead-c-linux-yocto-einfochips-pune-ahmedabad-bengaluru-5-to-10-years-131224017540
Software Developer,Andritz Technologies pvt limted,6-11 Yrs,Not disclosed,"Pune, Bengaluru","Bachelor or Masters degree in Computer Science, Information Technology or other Enginee...","C++, STL, Algorithms, Multithreading, SQL Server, Gui Framework, Software, Framework",6 Days Ago,https://www.naukri.com/job-listings-software-developer-andritz-technologies-pvt-limted-pune-bengaluru-6-to-11-years-131224014019
Java Selenium API-testing Professional,Wipro,5-10 Yrs,Not disclosed,"Hyderabad, Pune, Chennai",Able to debug and give the solution for the given practical problem. Ability to own and...,"Java, Jenkins, Maven, Specflow, GitHub, TestNG, Serenity, Selenium",6 Days Ago,https://www.naukri.com/job-listings-java-selenium-api-testing-professional-wipro-limited-hyderabad-pune-chennai-5-to-10-years-121224920076
Senior Software Engineer,Wipro,7-9 Yrs,Not disclosed,"Pune, Chennai, Bengaluru","Good to have OCJP, AWS certification, Not mandatory Individual must possess strong comm...","Java, Hibernate, WebLogic, Oracle Database, JAVA technologies development, Linux commands, Spring Boot, Spring",7 Days Ago,https://www.naukri.com/job-listings-senior-software-engineer-wipro-limited-pune-chennai-bengaluru-7-to-9-years-121224915889
SC&O - S&P - Business Solutions Integration - Associate Manager,Accenture,5-10 Yrs,Not disclosed,Pune,Develop ETLs for various objects (transactional and master data) as part of . data migr...,"presentation skills, sql, system integration, api, etl, vendor management, project management, operations management",2 Days Ago,https://www.naukri.com/job-listings-sc-o-s-p-business-solutions-integration-associate-manager-accenture-solutions-pvt-ltd-pune-5-to-10-years-161224915799
S&C Global Network - Strategy - Digital Engineering R&D- Consultant,Accenture,12-15 Yrs,Not disclosed,Pune,Smart Connected Product Design & Development ConsultantAs part of the (SCPDD) team you ...,"ibm rational, agile principles, delegation, ptc integrity, jira, magic, management consulting, simulink",3 Days Ago,https://www.naukri.com/job-listings-s-c-global-network-strategy-digital-engineering-r-d-consultant-accenture-solutions-pvt-ltd-pune-12-to-15-years-161224902148
GN - Strategy - MC - SC&O - SC Digital Core MAG Cloud- Manager,Accenture,9-13 Yrs,Not disclosed,Pune,"Qualifications: BE / BTech + MBA, Certifications in AWS / Azure/Google Cloud is preferr...","team management, presentation skills, supply chain management, tms, wms, supply chain solutions, erp, supply chain",3 Days Ago,https://www.naukri.com/job-listings-gn-strategy-mc-sc-o-sc-digital-core-mag-cloud-manager-accenture-solutions-pvt-ltd-pune-9-to-13-years-161224902030
S&CGN - Tech Strategy & Advisory - Data Architect - Manager,Accenture,8-12 Yrs,Not disclosed,Pune,Bachelor Degree MBA Degree from Tier-1 College (Preferable) Certified on DAMA (Data Man...,"Data Architecture, Data Management, Data analytics, Azure Data Architecture, Google Cloud, Azure Data Factory, Google, S",4 Days Ago,https://www.naukri.com/job-listings-s-cgn-tech-strategy-advisory-data-architect-manager-accenture-solutions-pvt-ltd-pune-8-to-12-years-151224901907
GN - SONG - Service - Amazon Connect Analyst,Accenture,2-7 Yrs,Not disclosed,Pune,Bachelors degree in related field or equivalent experience Minimum 2-9 years of experie...,"bot, salesforce, api, lex, aws, amazon lex, kinesis, business intelligence",4 Days Ago,https://www.naukri.com/job-listings-gn-song-service-amazon-connect-analyst-accenture-solutions-pvt-ltd-pune-2-to-7-years-151224901839
GN - SONG - Service- Genesys - Consultant,Accenture,2-6 Yrs,Not disclosed,Pune,Engineering Degree or MBA from a tier 1 instituteMaximize application design and develo...,"genesys, customer service, genesys framework, voip, consultancy services, digital marketing, ivr, pbx",5 Days Ago,https://www.naukri.com/job-listings-gn-song-service-genesys-consultant-accenture-solutions-pvt-ltd-pune-2-to-6-years-141224906562
S&CGN - Tech Strategy & Advisory Data Architect Associate Manager,Accenture,5-9 Yrs,Not disclosed,Pune,"Transforming Businesses :Developing customized, next-generation products and services t...","data management, Data Strategy, data modernization, Tech Strategy, SAP MDG, business transformation, MDM, Metadata",5 Days Ago,https://www.naukri.com/job-listings-s-cgn-tech-strategy-advisory-data-architect-associate-manager-accenture-solutions-pvt-ltd-pune-5-to-9-years-141224906558
GN - A&D - SAP - Consultant,Accenture,6-11 Yrs,Not disclosed,Pune,SAP S4 HANA Platforms Aerospace & DefenceFind endless opportunities to solve our client...,"project management, sap, presentation skills, vertical, ewm, sap sd, sap implementation, sap support",5 Days Ago,https://www.naukri.com/job-listings-gn-a-d-sap-consultant-accenture-solutions-pvt-ltd-pune-6-to-11-years-141224906555
S&CGN - Tech Strategy & Advisory - SAP SD/TM/SCM - Senior Manager,Accenture,17-20 Yrs,Not disclosed,Pune,. MBA from a Tier-1 institute . Minimum experience of 15 years and above in SAP ERP and...,"OSS Transformation, CBAP, eTOM, data analysis, data visualization, ITIL, Analysis, Saps",5 Days Ago,https://www.naukri.com/job-listings-s-cgn-tech-strategy-advisory-sap-sd-tm-scm-senior-manager-accenture-solutions-pvt-ltd-pune-17-to-20-years-141224906236
Ceph L3 Engineer,IBM,4-9 Yrs,Not disclosed,Pune,The IBM Storage Software team is looking for a Ceph L3 Engineer to join us in Bangalore...,"distribution system, microservices, system administration, user experience design, linux, redux, software development, docker",5 Days Ago,https://www.naukri.com/job-listings-ceph-l3-engineer-ibm-india-pvt-limited-pune-4-to-9-years-141224906036
GN-CG&S- Intelligent Functions Manager,Accenture,1-6 Yrs,Not disclosed,Pune,"SAP S4 Hana ""Business"" Ana lyst CG&S Find endless opportunities to solve our clients to...","project management, sap, sd, ibp, ewm, cif, mis reporting, program management",5 Days Ago,https://www.naukri.com/job-listings-gn-cg-s-intelligent-functions-manager-accenture-solutions-pvt-ltd-pune-1-to-6-years-141224905401
SAP Security Consultant,Infosys,7-9 Yrs,Not disclosed,Pune,"Bachelor Of Technology, Bachelor of Engineering Minimum 7 years of experience in Suppor...","sap security, sap ecc, sap grc, grc, crm, sap, team management, ecc",5 Days Ago,https://www.naukri.com/job-listings-sap-security-consultant-infosys-limited-pune-7-to-9-years-131224921582
SAP BW/HANA Consultant,Infosys,5-7 Yrs,Not disclosed,Pune,Job TitleSAP BW/HANA Consultant Responsibilities A day in the life of an InfoscionAs ...,"sql scripting, cds, sap bw, hana modelling, sap hana, sap, layout planning, sap abap hana",5 Days Ago,https://www.naukri.com/job-listings-sap-bw-hana-consultant-infosys-limited-pune-5-to-7-years-131224921581
SAP SD Consultant,Infosys,9-14 Yrs,Not disclosed,Pune,Job TitleSAP SD CONSULTANT Responsibilities A day in the life of an InfoscionAs part ...,"sap, edi, business acumen, ricefw, agile methodology, master data, enterprise structure, sap sd",5 Days Ago,https://www.naukri.com/job-listings-sap-sd-consultant-infosys-limited-pune-9-to-14-years-131224921543
ITGC Consultant,Infosys,5-7 Yrs,Not disclosed,Pune,Bachelor of Engineering Preferred Skills: Technology->SAP Functional->SAP GRC Hands-on ...,"sas, itr, software configuration management, configuration management, sap grc, management consulting, risk management, risk assessment",5 Days Ago,https://www.naukri.com/job-listings-itgc-consultant-infosys-limited-pune-5-to-7-years-131224921542
SAP Analytics on Cloud (SAC Reporting) Developer,Infosys,2-4 Yrs,Not disclosed,Pune,"Bachelor Of Technology, Bachelor of Engineering You will create requirement specificati...","cloud server, team management, sap analytics cloud, project delivery, troubleshooting, python, cloud development, presentation skills",5 Days Ago,https://www.naukri.com/job-listings-sap-analytics-on-cloud-sac-reporting-developer-infosys-limited-pune-2-to-4-years-131224921538
SAP ABAP - HR Developer,Infosys,3-5 Yrs,Not disclosed,Pune,Job TitleSAP ABAP - HR Developer Responsibilities A day in the life of an InfoscionAs...,"sap hr, module pool programming, oops, sap abap, abap, ess, mss, sap s hana",5 Days Ago,https://www.naukri.com/job-listings-sap-abap-hr-developer-infosys-limited-pune-3-to-5-years-131224921487
SAP ISU Billing Consultant,Infosys,2-3 Yrs,Not disclosed,Pune,"Bachelor of Engineering Experience in setup of Rate Structure and Billing Schema, Price...","sap isu, project implementation, isu, billing, application maintenance, master data, sap, sap sd",5 Days Ago,https://www.naukri.com/job-listings-sap-isu-billing-consultant-infosys-limited-pune-2-to-3-years-131224921479
SAP Data Migration Technical Consultant,Infosys,5-7 Yrs,Not disclosed,Pune,"Bachelor Of Technology, Bachelor of Engineering Candidates should have implemented S / ...","data services, rdbms, dmc, sap businessobjects, sql joins, sap data migration, sap, team management",5 Days Ago,https://www.naukri.com/job-listings-sap-data-migration-technical-consultant-infosys-limited-pune-5-to-7-years-131224921432
SAP HCM Payroll Consultant,Infosys,2-3 Yrs,Not disclosed,Pune,Job TitleSAP HCM Payroll Consultant Responsibilities A day in the life of an Infoscio...,"sap s hana, hcm, sap, sap hcm, payroll, schema, css, workday",5 Days Ago,https://www.naukri.com/job-listings-sap-hcm-payroll-consultant-infosys-limited-pune-2-to-3-years-131224921395
SAP BASIS Consultant,Infosys,9-11 Yrs,Not disclosed,Pune,Job TitleSAP BASIS Consultant Responsibilities A day in the life of an InfoscionAs pa...,"sap, sap s hana, hana administration, sap basis administration, solution management, basis administration, sap basis hana, database administration",5 Days Ago,https://www.naukri.com/job-listings-sap-basis-consultant-infosys-limited-pune-9-to-11-years-131224921394
SAP ARIBA Consultant,Infosys,9-11 Yrs,Not disclosed,Pune,Should be a Graduate with at-least 9 years of experienceBachelor of Engineering Should ...,"gap analysis, sap ariba, business acumen, sap s hana, fitness, sap, strategic sourcing, ecc",5 Days Ago,https://www.naukri.com/job-listings-sap-ariba-consultant-infosys-limited-pune-9-to-11-years-131224921351
Snowflake Consultant,Infosys,5-7 Yrs,Not disclosed,Pune,"Bachelor Of Technology, Bachelor of Engineering Candidate should have at least 1 end to...","snowflake, software configuration management, data vault, design patterns, vault, python, oracle, data warehousing",5 Days Ago,https://www.naukri.com/job-listings-snowflake-consultant-infosys-limited-pune-5-to-7-years-131224921349
SAP PM Consultant,Infosys,9-11 Yrs,Not disclosed,Pune,Job TitleSAP PM Consultant Responsibilities A day in the life of an InfoscionAs part ...,"project management, business acumen, agile, sap pm, sdlc, master data, sap, team management",5 Days Ago,https://www.naukri.com/job-listings-sap-pm-consultant-infosys-limited-pune-9-to-11-years-131224921340
SAP Commissions Consultant,Infosys,2-7 Yrs,Not disclosed,Pune,"Bachelor of Engineering, Bachelor Of Technology You will create requirement specificati...","oracle, sap, sql queries, sap crm, sap hana, crystal report, callidus, sap sd",5 Days Ago,https://www.naukri.com/job-listings-sap-commissions-consultant-infosys-limited-pune-2-to-7-years-131224921306
SAP MM Consultant,Infosys,9-11 Yrs,Not disclosed,Pune,Should be a Graduate with minimum 9 years of experience in MM Module Bachelor Of Techno...,"client handling, sap, procurement, sap mm, mm module, master data, enterprise structure, stock transport order",5 Days Ago,https://www.naukri.com/job-listings-sap-mm-consultant-infosys-limited-pune-9-to-11-years-131224921263
SAP MDG Consultant,Infosys,5-7 Yrs,Not disclosed,Pune,Job TitleSAP MDG Consultant Responsibilities A day in the life of an InfoscionAs part...,"erp, configuration management, mdg, data modeling, sap mdg, webdynpro, sap, data migration",5 Days Ago,https://www.naukri.com/job-listings-sap-mdg-consultant-infosys-limited-pune-5-to-7-years-131224921215
SAP FICO Consultant,Infosys,5-7 Yrs,Not disclosed,Pune,Job TitleSAP FICO Consultant Responsibilities A day in the life of an Infoscion As pa...,"fico, product costing, configuration management, sd, copa, ledger, accounts receivable, accounts payable",5 Days Ago,https://www.naukri.com/job-listings-sap-fico-consultant-infosys-limited-pune-5-to-7-years-131224921214
SAP IS Retail Consultant,Infosys,5-7 Yrs,Not disclosed,Pune,"Extensive SAP Retail design and implementation experience, having successfully executed...","distribution, sales, material management, pos, retail design, master data, sap, sap retail",5 Days Ago,https://www.naukri.com/job-listings-sap-is-retail-consultant-infosys-limited-pune-5-to-7-years-131224921196
SAP RAR Consultant,Infosys,2-3 Yrs,Not disclosed,Pune,Job TitleSAP RAR Consultant Responsibilities A day in the life of an Infoscion As pa...,"sap, project leadership, accounting, revenue accounting, brf+, fico, revenue recognition, fi",5 Days Ago,https://www.naukri.com/job-listings-sap-rar-consultant-infosys-limited-pune-2-to-3-years-131224921192
